Date,price,short_ma,long_ma,position,signal,executed_position,market_return,strategy_return_gross,trade_occurred,transaction_cost,strategy_return_net,strategy_equity,buy_hold_equity
2016-11-22,188.8420867919922,183.8003533935547,,0,0.0,0.0,0.00195339523456739,0.0,0.0,0.0,0.0,1.0,1.0247492414749726
2016-11-23,188.94479370117188,183.94796936035155,,0,0.0,0.0,0.0005438772199801711,0.0,0.0,0.0,0.0,1.0,1.0253065792436027
2016-11-25,189.64682006835938,184.0733383178711,,0,0.0,0.0,0.0037155105120165732,0.0,0.0,0.0,0.0,1.0,1.0291161166168221
2016-11-28,188.75650024414062,184.19507904052733,,0,0.0,0.0,-0.004694620367996838,-0.0,0.0,0.0,-0.0,1.0,1.024284807134719
2016-11-29,189.12460327148438,184.32349700927733,,0,0.0,0.0,0.0019501475544823066,0.0,0.0,0.0,0.0,1.0,1.0262823136464463
2016-11-30,188.67083740234375,184.44266845703126,,0,0.0,0.0,-0.0023992958149884336,-0.0,0.0,0.0,-0.0,1.0,1.0238199587863177
2016-12-01,187.97738647460938,184.50687561035156,,0,0.0,0.0,-0.0036754537017057443,-0.0,0.0,0.0,-0.0,1.0,1.0200569559289163
2016-12-02,188.0715789794922,184.54968200683595,,0,0.0,0.0,0.0005010842349142397,0.0,0.0,0.0,0.0,1.0,1.0205680903882468
2016-12-05,189.20162963867188,184.6354638671875,,0,0.0,0.0,0.006008620044089197,0.0,0.0,0.0,0.0,1.0,1.0267002962725114
2016-12-06,189.80088806152344,184.76319519042968,,0,0.0,0.0,0.003167300535391826,0.0,0.0,0.0,0.0,1.0,1.0299521646705823
2016-12-07,192.28370666503906,184.9178109741211,,0,0.0,0.0,0.013081174850513966,0.0,0.0,0.0,0.0,1.0,1.0434251490243034
2016-12-08,192.75450134277344,185.06352111816406,,0,0.0,0.0,0.0024484377064486473,0.0,0.0,0.0,0.0,1.0,1.0459799105030312
2016-12-09,193.91883850097656,185.26607788085937,,0,0.0,0.0,0.006040518639471859,0.0,0.0,0.0,0.0,1.0,1.052298171648938
